group_id`tline_id`tsource`ttranslation
6	2	A friendly relation with\nneighbouring villages is \nin our best interest.	同邻近村落保持友好关系,最符合我们的利益\n.
7	0	Hey, you're the new Megac\nright?	嘿,你就是新来的 Megac,对吧?
7	1	Welcome to the village!	欢迎来到村子!
7	2	Have you seen your house\nyet? very zwap!	你看过你的房子了吗?超 zwap!
7	3	With you around, I don't\nhave to do all the boring \nchores anymore!	有你在,我再也不用干那些无聊的杂活了!
8	0	Hello newborn.	你好,新生儿.
8	1	I see you need some basic \nMegac training to get \naround. 	看来你需要接受一些基础 Megac 训练\n,才能四处行动.
8	2	Just continue this way and \nfollow instructions.	沿着这条路继续走,按指示行动.
8	3	Do your best!	加油!
9	0	Why is this cave so windy?!	这个洞穴怎么这么大风?!
10	0	Level 2 is just ahead.	第 2 关就在前面.
10	1	It... accidentally got \nblocked off when I was\nmoving dirt...	我搬土时...不小心把路堵住了...
10	2	If only I had a drill\npart...	要是我有个钻头零件就好了...
10	3	I know Bouldar has one, \nbut he lives past the \nelectro caves in level 1.	我知道 Bouldar 有一个,但他住在\n第 1 关电气洞穴后面.
10	4	Could you do me a favor\nand ask him for me?	能帮我个忙,替我问他要来吗?
11	0	Good day sir!	日安,先生!
12	0	Hey there young Megac!	嘿,年轻的 Megac!
12	1	This here is your very own\nhouse. It has been empty \nfor a while, but I've fixed\nit up a bit for you.	这是专属于你的房子.它空置了一阵,不过我\n替你稍微收拾过了.
12	2	And if you're done looking\naround...	如果你已经逛够了...
12	3	The empire has asked the \nyoungest Megac to come to\nlevel 2 to receive a gift \nfor the village. 	帝国邀请最年轻的 Megac 前往第 2 关\n,领取赠给村子的礼物.
12	4	you should be honered!\nYou can find the entrance\non the east end of the \nvillage.	你应该感到荣幸!入口在村子东侧尽头.
13	0	Ah.	啊.
13	1	You have arrived.	你来了.
13	2	This is our home, your home \nand home of our powerful \nheartcore of the wind.	这里是我们的家,也是你的家,更是我们强大\n的风之心核的家.
13	3	We are but a small village\noutside the empire.	我们只是帝国外的一个小村落.
13	4	Even still, the empire\nhas requested the \nyoungest Megac to accept \na gift from them as a \ntoken of good will. 	即便如此,帝国仍邀请最年轻的 Megac\n接受他们的礼物,以示善意.
13	5	This will be your first\nmission. Travel to the\nLost Megaclopolis in \nlevel 2 and meet with the\nimperial general.	这将是你的第一项任务.前往第 2 关的 \n失落的 Megac 都城,与帝\n国将军会面.
13	6	But, you might want to\nexplore Ventu village a\nbit first...	不过,你最好先在 Ventu 村稍微探索\n一番...
13	7	Just go up here and try\nto talk to the Megacs.	从这里往上走,试着和 Megacs 交谈\n.
14	0	This is a Doro door.	这是一扇 Doro 门.
14	1	If you enter a Doro door, \nall the parts in your \ninventory are transfered \nto your collection.	进入 Doro 门后,背包里的所有零件都\n会转移到你的收藏中.
14	2	So attach the parts you \nwant to keep!	所以先装上你想保留的零件!
15	0	The doro door up here is\nthe way to Bouldars \nhideout.	上面的 Doro 门通往 Bouldar\n的藏身处.
15	1	Remember that you can use \nyour inventory to see what \nparts you have with you.	别忘了用背包查看你随身带着哪些零件.
15	2	If you find yourself lost, \njust go right!	要是迷路了,就一直往右走!
16	0	You're back!	你回来了!
16	1	Did you get a drill from\nBouldar? Pretty handy \nright?	从 Bouldar 那里拿到钻头了吗?挺\n好用的,对吧?
16	2	Try using it in different \ndirections!\nZwap!	试试朝不同方向使用它!Zwap!
17	0	Nevermind us, you've got\nto fight the cause in \nlevel 4 in the east!	别管我们了,你得去东面的第 4 关,为这场事\n业而战!
18	0	You beat bouldar?! I\nguess he never gives away\na drill without a fight...	你打败 Bouldar 了?!我想他从不\n会不打一架就交出钻头...
18	1	By the way...	顺便一提...
18	2	You should take a look at \nyour collection, it's the \nbig chest just in your \nhouse here.	你该看看你的收藏,就是你家里那个大箱子.
19	0	...HUUUUOOOOAAAAAAH...	...\nHUUUUOOOOAAAAAAH...
19	1	What? don't look at me \nlike that.	什么?别那样看着我.
19	2	It's boring to be stationed \nhere...	驻守在这里太无聊了...
19	3	...don't tell the elder \nI said that though.	...不过别告诉长老是我说的.
19	4	HGNNN HUUUUUUUOOOOOAAAAA \n-AAAAAAH...	HGNNN \nHUUUUUUUOOOOOAAAAA-AAAAAAH...
20	0	We've been having more and\nmore trouble with lost \nmegacs from the outside \nlately.	最近外面的失魂 Megacs 给我们带来\n的麻烦越来越多.
20	1	You should ask the empire \nfor some assistance when \nyou meet them in level 2.	你在第 2 关见到帝国时,该向他们请求一些援\n助.
21	0	Some abilities can only be\nused once in the air.	有些能力在空中只能使用一次.
21	1	You can use them again if\nyou touch the ground or \nif you get hit.	落地或被击中后,就能再次使用.
21	2	That's my life-saving tip \nof the day!	这就是我今天的保命小贴士!
22	0	I heard you got one of \nBouldar's drills.	听说你拿到了一个 Bouldar 的钻头\n.
22	1	You are turning into quite\nthe rookie!	你越来越像个像样的新手了!
23	0	Hey! Thanks for clearing \nthat rubble! I have been \nmeaning to get rid of that.	嘿!谢谢你清掉那些瓦砾!我早就想处理它们\n了.
23	1	The door here leads to\nthe colorizer room.	这里的门通往调色室.
23	2	You can change your color.\nIf you found some at \nleast.	你可以改变颜色,前提是你找到了颜色胶囊.
24	0	I don't like those \nsubprograms one bit!	我一点也不喜欢那些子程序!
24	1	Their color doesn't match\nthe color of our village \nat all!	它们的颜色和我们村子的颜色一点也不搭!
25	0	Ventu village has been \ninvaded!	Ventu 村遭到入侵!
25	1	While you were gone,\nthe subprograms came\nin and started \nwrecking everything in\nsight!	你不在时,子程序闯了进来,开始破坏眼前的\n一切!
26	0	That General was crazy!	那个将军真疯狂!
26	1	Who would have thought\nThe heartcore of our \nvillage would be so\nvaluable?	谁能想到我们村的心核会如此珍贵?
26	2	Does it have hidden\npowers?	它有隐藏的力量吗?
27	0	I just came from the \nentrance to the Ancient\nTech Ruins in level 3.	我刚从第 3 关 Ancient Tech \nRuins 的入口过来.
27	1	And the doro door is \nleaking! There are all \nkinds of lost megacs just \npouring in!	那扇 Doro 门正在泄漏!各式各样的失\n魂 Megacs 正不断涌进来!
28	0	We've managed to block off\nthis part of the village.	我们设法封锁了村子的这一带.
28	1	The other guards are\ntrying to fight them off.	其他守卫正在设法击退它们.
28	2	I'm sorry, but we can't let \nyou through here...	抱歉,但我们不能让你从这里过去...
29	0	I think the guards could \nuse your help at the doro\ndoor to level 3.	我想守卫们在通往第 3 关的 Doro 门那\n里需要你的帮助.
29	1	Remember you can attack \nin four directions. In the \nair too.	记住,你能向四个方向攻击,在空中也行.
29	2	Try kicking back or down\nin the air to finish \nopponents!  	试试在空中向后或向下踢,来终结对手!
30	0	I'm shocked General HB-02\nwould do something like\nthis...	真没想到 HB-02 将军会做出这种事.\n..
30	1	The empire has dispatched\nthis ambassador to \napologize for everything.	帝国派了这位使者来为一切道歉.
30	2	But I'm not so sure I can \ntrust them again so \neasily...	但我不确定自己还能这么轻易地再次相信他们\n...
31	0	My fighting friend!	我的战斗伙伴!
31	1	Color capsules can be\nfound almost anywhere.	几乎到处都能找到颜色胶囊.
31	2	actually, I feel there \nmight even be a color\ncapsule in Ventu village.	说真的,我觉得 Ventu 村里可能也有\n一个.
32	0	The subprograms are all\ncleaned up now, thanks to\nyou!	多亏了你,子程序现在全都清理干净了!
32	1	We had to clear the mess,\nbut I got to keep this \nroom!	我们清理了乱七八糟的东西,不过这个房间归\n我了!
32	2	Ain't it comfy?	挺舒服吧?
33	0	The betrayal of that \nImperial general is bad \nenough.	那位帝国将军的背叛已经够糟了.
33	1	But now we've got trouble\nwith level 3!	可现在第 3 关又出问题了!
34	0	It's drafty in here!	这里漏风!
34	1	And you...	还有你...
34	2	You look terrible!	你看起来糟透了!
35	0	I've made a special path \nfor you!	我为你开了一条特别的路!
35	1	Just go down here and \nthrough the village to \nlevel 4, the Subprogram\nDeadlands.	从这里往下,穿过村子前往第 4 关--\nSubprogram \nDeadlands.
35	2	You're the strongest of \nus all, I know you can \nsave the village!	你是我们之中最强的,我知道你能拯救村子!
36	0	I think we shouldn't \ntrust the empire.	我觉得我们不该相信帝国.
36	1	But what else can we do?	但我们还能怎么办?
36	2	We can't handle another\nattack.	我们扛不住又一次攻击.
37	0	Subprograms are nasty \nMegacs that are neither\nactive nor deleted.	子程序是既未激活,也未被删除的凶恶 \nMegacs.
37	1	They usually stay in\nthe Subprogram Deadlands.	它们通常待在 Subprogram \nDeadlands.
37	2	I wonder what made them \ngo here...	不知道是什么让它们来到这里...
38	0	What do you think about\nthe proposition of this \nmessenger?	你觉得这位使者的提议怎么样?
38	1	After all, you are the \nstrongest Megac of Ventu.	毕竟你是 Ventu 最强的 \nMegac.
39	0	After the brutal \ninvasion of subprograms\nby the Khoteps, the \nempire offers to protect\nthis village.	Khoteps 残暴的子程序入侵之后,帝\n国愿意保护这个村庄.
39	1	However, Ventu village \nis not under empire \ncontrol...	然而,Ventu 村不受帝国管辖...
39	2	So in return, we request \nthe strongest fighter to \nhelp us battle a khotep \nin Frostbyte deep.	因此作为交换,我们要求最强的战士前往 \n霜蚀深渊,对抗一名 \nKhotep.
40	0	Remember to collect as \nmany bits as you can.	记得尽量多收集 Bits.
40	1	Every 64 bits gives you\nan extra life.	每 64 个 Bits 能多一条命.
40	2	As levels get more \ndangerous, you will \ncertainly need them!	关卡越危险,你肯定越需要它们!
41	0	My fighting friend!	我的战斗伙伴!
41	1	Rumors say there is a\nflying village in the Lost\nTech Ruins!	传闻失落科技遗迹里\n有一座会飞的村庄!
41	2	I don't believe them \nthough. 	不过我不太相信.
42	0	The Khoteps are lords\nfrom an far away\nindependent nation.	Khoteps 是来自遥远独立国家的领主\n.
42	1	They're in a fierce war \nwith the empire. 	他们正与帝国进行激烈的战争.
42	2	It's strange you crossed\npath with one of them,\nGrand Khotep Scarb, in \nlevel 3...	奇怪的是,你在第 3 关遇上了其中一位--\nGrand Khotep \nScarb...
42	3	They must be searching \nfor weapons to use.	他们一定在寻找可用的武器.
42	4	I have a feeling they are\nbehind this attack too.	我感觉这次袭击也是他们在背后操纵.
43	0	It seems most of the \nguards went to the doro \ndoor of level 3 because of \nsome trouble.	看来大多数守卫都因一些麻烦去了第 3 关的 \nDoro 门.
44	0	Glad you could make it.	很高兴你来了.
44	1	I'm sorry to disappoint...\nI have no gift for your \nvillage.	很抱歉让你失望...我没有给你村子的礼物\n.
44	2	Ventu village does have\nsomething that I want...	Ventu 村确实有我想要的东西...
44	3	The heartcore.	心核.
44	4	And you'll be my hostage\nwith which I make my \ndemand.	而你会成为我的人质,让我借此提出要求.
44	5	I don't want you moving \naround too much so I'll \nhave to neutralize you\nfirst. 	我不希望你四处乱跑,所以得先让你失去行动\n能力.
45	0	what? Who are you?	什么?你是谁?
45	1	...	...
45	2	Trouble in your village?\nNone of my concern.	你们村出事了?与我无关.
45	3	I kicked up some dust.	我扬起了一些尘土.
45	4	And I got what I wanted, \na legendary arm part!	然后我得到了想要的,一个传说级手臂零件!
45	5	It's a victory for the\nKhoteps and a loss for \nthe Valk empire.	这是 Khoteps 的胜利,也是 \nValk 帝国的败北.
45	6	This shall be a good test.\nLet's see what this part \ncan do!	这会是一次不错的测试.看看这个零件能做什\n么!
46	0	Wake up.	醒来.
46	1	I am the heartcore. Your creator.	我是心核.你的创造者.
46	2	You, my creation, are a megac. A\ndigital lifeform or simulation \ncreature you might say.	你,我的造物,是一名 Megac.可以说\n是数字生命体,或模拟生物.
46	3	I have called you into existence \nto aid the village where I reside.	我召唤你来到世上,协助我所在的村庄.
46	4	Two external forces will fight to \nharness my power. 	两股外来势力将争夺并利用我的力量.
46	5	But the megacs of this village rely \non me to survive.	但这个村的 Megacs 依靠我生存.
46	6	It's your mission to protect Ventu.	你的使命是保护 Ventu.
46	7	Now, it is time for you to learn.	现在,是你学习的时候了.
47	0	Oi. It's me, Leon.	喂,是我,Leon.
47	1	Don't go running into those \nred virus clouds, you'll \nget infected.	别冲进那些红色病毒云里,你会被感染.
47	2	Unlike green virus, it can \nactually destroy you.	它不像绿色病毒,是真的会毁掉你.
47	3	Me?	我?
47	4	I still have some business \nhere.	我在这里还有些事情要办.
48	0	Thank you so much for \ngetting rid of those pesky \nSubprograms!	太感谢你赶走那些讨厌的子程序了!
48	1	We nearly had to evacuate\nVentu village!	我们差点就得撤离 Ventu 村了!
49	0	A messenger is asking for\nthe strongest Megac...	有位使者正在寻找最强的 Megac...
49	1	Why would the empire need\nour help?	帝国为什么需要我们帮忙?
49	2	This is... zwappin' stupid.	这真是...蠢得 zwap.
50	0	The empire says they can\nprotect us from the \nkhoteps if you help them \nout in Frostbyte Deep.	帝国说,只要你去 Frostbyte \nDeep 帮忙,他们就会保护我们免受 \nKhoteps 侵害.
50	1	But that place is scary!	但那地方太可怕了!
50	2	Besides, you will need\nvirus cloud immunity to \neven get there. 	而且你得有病毒云免疫,才能到那里.
51	0	So you are the one \nmessing with my \nSubPrograms...	所以你就是那个干扰我子程序的家伙...
51	1	Grand Khotep Scarb told \nme about you, the Megac \nwho beat him.	Khotep 领主 Scarb 告\n诉过我你--打败他的 Megac.
51	2	The empire is after the \nheartcore of your village.	帝国盯上了你们村的心核.
51	3	We have no choice but to\ntake it before they do.	我们别无选择,只能在他们得手前先夺走它.
51	4	Scarb might have been \noverconfident...	Scarb 也许太自负了...
51	5	But you will find my \nmethods to be quite a bit \nmore effective!	但你会发现,我的手段要有效得多!
52	0	Watch yourself. The \nhallway up to level 5 is \nflooded with red virus \nclouds.	当心.通往第 5 关的走廊里到处都是红色病毒\n云.
52	1	You'll get destroyed if \nyou don't have a part to \nprotect yourself.	若没有能保护你的零件,你会被毁掉.
53	0	Target has arrived.	目标已到达.
53	1	Dispose of the other.	清除另一个.
54	0	I knew we couldn't trust\nthose imperial bastards!	我就知道不能相信那些帝国混蛋!
55	0	It's a trap.	这是个陷阱.
55	1	The empire has set you up\nso they could steal the\nheartcore of your village.	帝国设局让你离开,好偷走你们村的心核.
55	2	I came as soon as I found \nout, but was too late to \nstop them.	我一发现就赶来了,但还是太晚,没能阻止他\n们.
55	3	I'm telling you this \nbecause I'm a spy for the\nkhoteps.	告诉你这些,是因为我是 Khoteps \n的间谍.
55	4	I'm blowing my cover by \nmeeting you here. But we \nhave a common enemy now.  	在这里见你会暴露我的身份,但现在我们有了\n共同的敌人.
55	5	Past this door await two\nassassins, sent to deal\nwith you by the empire.	这扇门后有两名帝国派来的刺客,专门来对付\n你.
55	6	There is no other way \nout.	没有别的路可以出去.
55	7	I'll fight along side \nyou, so let's go. 	我会和你并肩作战,走吧.
56	0	The heartcore got stolen \nby the empire while you \nwere away!	你离开时,帝国偷走了心核!
57	0	Our most important \nartifact was stolen by \nthe empire!	我们最重要的圣物被帝国偷走了!
57	1	They're worse than the \nKhoteps! 	他们比 Khoteps 还要糟糕!
58	0	The empire wants war\napparently...	看来帝国想开战...
58	1	But we can only just\nprotect ourselves.	可我们只能勉强保护自己.
58	2	Although I don't doubt \nyour ability to defeat an\narmy...	虽然我不怀疑你能击败一整支军队...
59	0	We spotted a group of\nimperial soldiers escape\nwith the heartcore. They\nfled to level 6...	我们发现一队帝国士兵带着心核逃走了.他们\n逃往第 6 关...
59	1	That's the way to the \nBinary Fortress. It's \nbeyond the level 2 Doro \nDoor.	那里通往二进制要塞\n,在第 2 关 Doro 门的另一边.
60	0	So they were planning \nthis all along...	原来他们从一开始就在计划这件事...
61	0	The heartcore has gone\nmissing!	心核不见了!
61	1	Everybody has gathered \ndown where it used to be.	大家都聚在它原来所在的地方.
62	0	This is terrible!	太糟糕了!
62	1	The heartcore is our\nonly source of energy.	心核是我们唯一的能量来源.
62	2	If it is not returned \nquickly, our village\ncould collapse! 	如果不尽快归还,我们的村子可能会崩塌!
63	0	Day one:	第一天:
63	1	I was assigned to this \nguard tower.	我被分配到这座守卫塔.
63	2	The wind is harsh. But I \nfeel like I can hang on.	风很凛冽,但我觉得自己还能撑住.
64	0	Day two:	第二天:
64	1	I'm starting to feel a bit \ntired. 	我开始觉得有点累了.
64	2	I think I saw another\nguard in the distance.	我想我看见远处有另一名守卫.
64	3	I shouted. But he did not \nrespond.	我喊了他,但他没有回应.
64	4	I can only hope I can\nretain my sanity...	我只能希望自己还能保持理智...
65	0	Day three:	第三天:
65	1	There's a megac talking\nto me.	有个 Megac 在和我说话.
65	2	I don't know what he \nwants...	我不知道他想干什么...
65	3	Maybe he will go away\nif I don't acknowledge him.	如果我不理他,他也许会离开.
66	0	Day five:	第五天:
66	1	Yesterday the village was \nunder attack by \nsubprograms.	昨天村子遭到了子程序的攻击.
66	2	I was bravely preparing\nmy plans inside my tower.	我在塔内勇敢地制定作战计划.
66	3	When I emerged, the\nsubprograms had already\nfled.	等我出来时,子程序已经逃走了.
66	4	I guess I can be pretty\nintimidating at times.	看来有时我还是挺有威慑力的.
67	0	Day six:	第六天:
67	1	I saw some imperial \nsoldiers run around.	我看见一些帝国士兵跑来跑去.
67	2	I greeted them. They did \nnot greet back.	我向他们打招呼,他们却不理我.
67	3	My day is ruined.	我的一天毁了.
68	0	This doesn't look like\nit will stop anytime soon.	这看起来短时间内不会停止.
68	1	It's like there is\nsomebody stirring them up!	像是有人在背后煽动它们!
69	0	The doro door down here\ngoes to level 3, the \nancient tech ruins.	下面的 Doro 门通往第 3 关,\n古代科技遗迹.
69	1	We could use some help.	我们需要些帮助.
70	0	It's you!	是你!
70	1	The subprogram deadlands\nare just up here.	子程序荒原\n就在上面.
70	2	Give them your best!	全力以赴吧!
71	0	The way to frostbyte deep\nis down here.	霜蚀深渊的路就在下\n面.
71	1	Don't go near it without\nvirus immunity though!	没有病毒免疫的话,可别靠近!
72	0	Welcome to the tournament!	欢迎来到锦标赛!
72	1	Can you survive for 8 \nrounds?	你能撑过 8 个回合吗?
72	2	If you make it into the \ntop 4 you win a good \namount of bits!	进入前 4 名就能赢得大量 Bits!
72	3	If you win the whole \ntournament you will also \nreceive a rare part!	赢下整场锦标赛,还能得到一个稀有零件!
73	0	No Megac can beat me in \na battle!	没有 Megac 能在战斗中击败我!
73	1	My secret?	我的秘诀?
73	2	Shielding and thrusting!	格挡与冲刺!
73	3	Hit 'left CTRL' on your \nkeyboard or 'RT' on your \ncontroller to protect \nyourself from nasty \nattacks.	键盘按"左 Ctrl",或手柄按"RT"\n,即可抵挡凶猛攻击.
73	4	Use your Pelvic Thrust\nwith 'left SHIFT' or 'LT' \nto break a shield!	按"左 Shift"或"LT"使用 \nPelvic Thrust,击破护盾!
73	5	You can even reflect\nsome ranged attacks with\nyour shield if your timing \nis right!	时机恰当时,你甚至能用护盾反弹一些远程攻\n击!
74	0	To win the tournament you \nneed your best equipment.	想赢下锦标赛,就需要最好的装备.
74	1	We brought all your parts\nand colors here!	我们把你的所有零件和颜色都带来了!
75	0	To win the battles from \nthe other guys you \nbrought here you need \nyour best equipment.	要赢过其他被带到这里和你交战的家伙,你需\n要最好的装备.
75	1	So we brought all your \nparts and colors here!	所以我们把你的所有零件和颜色都带来了!
76	0	Welcome to the \nBattle Mode!	欢迎来到战斗模式!
76	1	I will bet my bits on you!	我会把 Bits 押在你身上!
77	0	Welcome to the part \nstore!	欢迎来到零件商店!
77	1	Please take your time and\nlook around.	请慢慢看.
78	0	I'm very sorry, but you\ndon't seem to have enough\nbits to buy this part...	非常抱歉,但你的 Bits 似乎不足以购\n买这个零件...
79	0	It appears you have no \nspace left in your \ninventory...	看来你的背包里已经没有空位了...
80	0	I'm so sorry, this part is \nsold out...	很抱歉,这个零件已经售罄了...
81	0	Excellent choice!	绝佳的选择!
81	1	I've put the chosen part \nin your inventory.	我已把选中的零件放进你的背包.
81	2	Please come again!	欢迎再来!
82	0	I'll have different parts\navailable later, so please \ncome again!	之后会有不同的零件出售,请再来看看!
83	0	Day seven:	第七天:
83	1	The ground feels further\naway than yesterday...	地面感觉比昨天更远了...
83	2	Is this tower getting \ntaller?	这座塔是不是变高了?
84	0	Leon told us what \nhappened. He is waiting for \nyou at the entrance to \nlevel 6. 	Leon 告诉了我们发生的事.他在第 6 关\n入口等你.
85	0	You're almost there! Only\nthe Valk Emperor is left!	就快到了!只剩 Valk 皇帝\n了!
86	0	Verdorie!	Verdorie!
87	0	The village really \ndepends on the Heartcore, \nwithout it's magnetic field\nwe'll be squashed by the \nnext earthquake!	村子真的依赖心核,没有它的磁场,我们会被\n下一场地震压扁!
88	0	Leon passed here earlier\nsaying that he knows the\nway to the emperor.	Leon 之前经过这里,说他知道去找皇帝\n的路.
88	1	You have to find him!	你得找到他!
89	0	The rocks are starting to\nbreak and crumble \neverywhere!	到处的岩石开始破裂,崩塌!
89	1	We need the heartcore\nback! Please hurry!	我们需要心核回来!请快一点!
90	0	The guards are at the \nentrance of the village.	守卫在村子入口处.
90	1	They said they know how\nto get the Heartcore \nback!	他们说知道怎么把心核带回来!
91	0	The heartcore is still\nmissing...	心核仍然下落不明...
91	1	You've already done\namazing things. I'm sure\nyou can beat the Emperor\nand retrieve the \nHeartcore.	你已经做到了不起的事.我相信你能打败 \n皇帝,夺回心核.
92	0	Glad you made it.	很高兴你来了.
92	1	After you beat level 6,\na Doro Door should have \nopened around here that\nleads to the emperor...	打败第 6 关后,这附近本该出现通往 \n皇帝的 Doro 门...
92	2	But it's not here!	但它不在这里!
92	3	Maybe you can find it\nsomewhere else?	也许你能在别处找到它?
93	0	S-Security breach!	安-安全系统遭到入侵!
93	1	Stop the intruder! Don't\nlet him near the artifact!	阻止入侵者!别让他靠近圣物!
94	0	I've summoned Subprograms\nto help you out!	我召唤了子程序来帮你!
94	1	You've got to get the \nHeartcore back for your\nvillage, but also for us\nKhoteps to live in peace!	你必须夺回你们村的心核,也为了让我们 \nKhoteps 能和平生活!
95	0	Remember me?	还记得我吗?
95	1	The emperor is already \ngone. And with him, your \nprecious heartcore.	皇帝已经走了,也带走了你珍贵\n的心核.
95	2	When we met before, \nthough I was beaten, I \nwas never discharged.	上次见面时,虽然我被打败了,却从未被革职\n.
95	3	With my latest upgrade, \nyou don't stand a chance. \nSame for your \ntreacherous little spy \nfriend!	经过最新升级,你毫无胜算.你那个背叛的小\n间谍朋友也是一样!
96	0	Enemies drop parts and \nBits. Collect Bits to \nrecover lives. Collect \nparts to get new \nabilities! 	敌人会掉落零件和 Bits.收集 \nBits 可恢复生命;收集零件可获得新能\n力!
96	1	Check if the part is in \nyour inventory with \n'Y'.	按"Y"打开背包,确认零件是否在其中.
96	2	Then you can attach it \nto your chest with 'A'!	再按"A"把它装到躯干上!
97	0	If you got your launch \npart ready, you can use \nits ability with 'up' and 'B'.	准备好发射零件后,按"上"和"B"即可使\n用它的能力.
97	1	Try to get up there. \nJump, jump and launch!	试着上去吧.跳,跳,发射!
98	0	You're almost there!	就快到了!
98	1	Aerial attacks are very \npowerful, keep this in mind.	空中攻击非常强力,记住这一点.
98	2	Just jump, hold a \ndirection and press 'X' in \nthe air.	跳起后按住一个方向,再在空中按"X".
98	3	And to sprint, double tap \nleft or right.	冲刺则双击左或右.
99	0	You can walljump by \npressing away from the \nwall.	朝远离墙壁的方向按键,就能蹬墙跳.
99	1	Just press left, right, \nleft, right. No need for\nthe jump button.	只要按左,右,左,右,不需要跳跃键.
100	0	Thanks for playing the\nDemo!	感谢游玩演示版!
100	1	If you like what you \nplayed consider pre-ordering the beta\nto unlock the rest of the game.	如果喜欢刚才的内容,可以预购测试版,解锁\n游戏其余部分.
100	2	You will receive all the \nupdates including the final \nversion of the game when it\nit is finished!	游戏完成后,你会获得所有更新,包括最终版\n本!
101	0	Let me tell you something\ninteresting.	我来告诉你一件有趣的事.
101	1	....	...
101	2	Somewhere in this world \nlies a powerful part \nawaiting a deserving Megac.	这个世界的某处有个强大的零件,等待配得上\n的 Megac.
101	3	Find the three flowers.	找到三朵花.
101	4	And they will show you \nnot the entrance, but the\npath.	它们不会告诉你入口,而会指示你道路.
101	5	Although... That might be \ntoo high a concept for you \nto grasp.	不过...这个概念对你来说也许太高深了.
102	0	Welcome to the mini-\nmegac clubhouse! zwap!	欢迎来到迷你 Megac 俱乐部!\nzwap!
103	0	Here is some final advice!	最后给你一些建议!
103	1	You can block attacks by\nactivating your shield with\n'left CTRL'.	按"左 Ctrl"激活护盾,就能格挡攻击\n.
103	2	Be careful though, don't\nhold it too long or it will \nbreak.	但要小心,别按太久,不然护盾会破裂.
103	3	With 'left SHIFT' you can \nperform a Pelvic Thrust, \nyou can use this as an \nattack, a taunt but above \nall you can use it to \nbreak a shield!	按"左 Shift"可使用 Pelvic\n Thrust.它能攻击,嘲讽,但最重要\n的是可以击破护盾!
104	0	Here is some final advice!	最后给你一些建议!
104	1	You can block attacks by\nactivating your shield with\n'RT'.	按"RT"激活护盾,就能格挡攻击.
104	2	Be careful though, don't\nhold it too long or it will \nbreak.	但要小心,别按太久,不然护盾会破裂.
104	3	With 'LT' you can perform a\nPelvic Thrust, you can use \nthis as an attack, a taunt \nbut above all you can use \nit to break a shield!	按"LT"可使用 Pelvic \nThrust.它能攻击,嘲讽,但最重要的\n是可以击破护盾!
105	0	Helloooo there!	你好呀!
105	1	Me and my brother up here\nrun this little shop.	我和上面的兄弟经营这家小店.
105	2	We are offering unique\nparts that might be useful\nin your battles or\nadventures.	我们出售独特的零件,可能对你的战斗或冒险\n有所帮助.
105	3	Everytime you return to \nVentu Village we do our\nbest to have new parts\nin stock!	每次你回到 Ventu 村,我们都会尽力\n备好新的零件!
106	0	Welcome Amigo!	欢迎,Amigo!
106	1	You found the hidden\npassage into my home.	你找到了通往我家的隐藏通道.
106	2	See that awesome color\nover there?	看到那边漂亮的颜色了吗?
106	3	You can have it if \nyou can reach it!	你要是能拿到,就归你!
107	0	Zwap?	Zwap?
107	1	Zwaaaap!!	Zwaaaap!!
